																																				92	92	92	0	IC	IC	IC	IC	IC	IC	IC	IC	IC	IC	IC	IC	IC	79	79	79	79	79	79	79	79	0	77	77	77	77	77	77	77	77	77	77	0	0	0	0	0												
																																					92	92	0	IC	IC	IC	IC	IC	IC	IC	IC	IC	IC	IC	IC	IC	0	0	0	79	79	79	79	79	0	77	77	77	77	77	77	77	77	77	77	0	0	0	0	0	0											
																																						93	0	16	16	16	16	16	VV	VV	16	16	16	16	16	JJ	0	0	0	79	79	79	79	79	0	77	77	77	77	77	77	77	77	77	77	0	0	0	0	0	0	0										
																																							0	16	16	16	16	JJ	0	0	LL	16	16	16	16	JJ	0	0	0	79	79	79	79	79	0	0	0	0	0	0	0	77	77	77	77	0	0	0	0	0	0	0	0									
																																								16	16	16	16	JJ	0	0	LL	16	16	16	16	JJ	0	0	0	79	79	79	79	79	0	0	0	0	0	0	0	77	77	77	77	0	0	0	0	0	0	0	0	0								
																																									16	16	16	16	AA	AA	16	16	16	16	16	JJ	0	0	0	0	0	0	0	0	78	78	78	78	78	0	0	77	77	77	77	0	0	0	0	0	0	0	0	0	0							
																																										16	16	16	16	16	16	16	16	16	16	JJ	0	79	77	77	77	77	0	0	78	78	78	78	78	0	0	77	77	77	77	0	0	0	0	0	0	0	0	0	0	0						
																																											16	16	16	16	16	16	16	16	16	JJ	0	79	77	77	77	77	0	0	78	78	78	78	78	0	0	77	77	77	77	77	77	77	77	77	77	77	77	77	0	0	0					
																																												VV	VV	VV	VV	VV	VV	VV	VV	VJ	0	79	77	77	77	77	0	0	78	78	78	78	78	0	0	77	77	77	77	77	77	77	77	77	77	77	77	77	0	0	0	0				
																																													0	0	0	0	0	0	0	0	0	77	77	77	77	77	0	0	78	78	78	78	78	0	0	77	77	77	77	77	77	77	77	77	77	77	77	77	0	0	0	0	0			
																																														92	92	92	92	92	92	77	77	77	77	77	77	77	0	0	0	0	0	0	0	0	0	77	77	77	77	77	77	77	77	77	77	77	77	77	0	0	0	0	0	0		
																																															92	92	92	92	92	77	77	77	77	77	77	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	77	77	77	0	0	0	0	0	0	0	
																																																92	92	92	92	77	77	77	77	77	77	77	77	77	77	77	77	77	77	77	77	77	77	77	77	77	77	77	77	0	77	77	77	77	0	0	0	0	0	0	0	0
