											0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	48	48	48	48	48	48	JJ	43	43	43	43	43	43	43	43	LL	45	45	45	45	0																																																																																																					
												0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	48	JJ	VV	VV	VV	VV	VV	43	43	43	43	43	43	43	43	43	LL	45	45	45	45	45	0																																																																																																				
													0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	48	JJ	48	42.5	43	43	43	43	43	43	43	43	43	43	43	43	43	LL	45	45	45	45	45	45	0																																																																																																			
														0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	JJ	48	42.5	42.5	43	43	43	43	43	SD	AA	AA	AA	AJ	43	43	43	LV	VV	VV	VV	VV	VV	VV	0	SD																																																																																																		
															0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	JJ	42.5	42.5	42.5	43	43	43	43	43	LL	46	46	46	JJ	43	43	43	43	43	43	43	43	43	43	43	0	0																																																																																																	
																0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	JJ	43	43	43	43	43	43	43	43	LL	46	46	46	JJ	43	43	43	43	43	43	43	43	43	43	43	43	0	0																																																																																																
																	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	JJ	43	43	43	43	43	43	43	43	LL	46	46	46	JJ	43	43	43	43	43	43	43	43	43	43	43	43	43	0	0																																																																																															
																		0	0	0	0	0	0	0	0	0	0	48	0	0	0	48	48	JJ	43	43	43	43	43	43	43	43	LV	VV	VV	VV	SD	43	43	43	43	43	43	43	43	43	43	43	43	43	43	0	0																																																																																														
																			0	0	0	0	0	0	0	0	48	48	48	48	48	48	48	JJ	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	SD	AA	AA	AA	AJ	43	43	43	43	0	0																																																																																													
																				0	0	0	0	0	0	48	48	VJ	VV	VV	VV	VV	VV	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	LL	46	46	46	JJ	43	43	43	43	43	0	0																																																																																												
																					0	0	0	0	48	48	JJ	48	42.5	43	43	43	43	43	43	SD	AA	AA	AA	AJ	43	43	43	43	43	43	43	43	43	43	43	43	43	LL	46	46	46	JJ	43	43	43	43	43	SD	0	0																																																																																											
																						0	0	0	48	JJ	48	S1	42.5	43	43	43	43	43	43	LL	46	46	46	JJ	43	43	43	43	43	43	43	43	43	43	43	43	43	LL	46	46	46	JJ	43	43	43	43	43	LL	45	0	0																																																																																										
																							0	0	48	JJ	42.5	42.5	42.5	43	43	43	43	43	43	LL	46	46	46	JJ	43	43	43	43	SD	AA	AA	AA	AA	AJ	43	43	43	LV	VV	VV	VV	SD	43	43	43	43	43	LL	45	45	0	0																																																																																									
																								48	48	JJ	43	43	43	43	43	43	43	43	43	LL	46	46	46	JJ	43	43	43	43	LL	45	45	45	45	JJ	43	43	43	43	43	43	43	43	43	43	43	43	43	LL	45	45	45	0	0																																																																																								
																									48	JJ	43	43	43	43	43	43	43	43	43	LV	VV	VV	VV	SD	43	43	43	43	LL	45	45	45	45	JJ	43	43	43	43	43	43	43	43	43	43	43	43	43	LL	45	45	45	45	0	0																																																																																							
																										JJ	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	LL	45	45	45	45	JJ	43	43	43	43	43	43	43	43	43	43	43	43	43	LL	45	45	45	45	45	0	0																																																																																						
																											43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	LL	45	45	45	45	JJ	43	43	43	43	43	43	43	43	43	43	43	43	43	LV	VV	VV	VV	VV	VV	VV	SD	0																																																																																					
																												43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	LV	VV	VV	VV	VV	SD	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43																																																																																				
																													43	AA	AA	AA	AA	AA	AA	AJ	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43																																																																																			
																														45	45	45	45	45	45	JJ	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43																																																																																		
																															45	45	45	45	45	JJ	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43																																																																																	
																																45	45	45	45	JJ	43	43	43	43	SD	AA	AA	AA	AJ	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	SD																																																																																
																																	45	45	45	JJ	43	43	43	43	LL	46	46	46	JJ	43	43	43	43	43	43	43	43	43	SD	AA	AA	AA	AA	AJ	43	43	43	SD	AA	AA	AA	AA	AJ	43	43	43	43	43	43	43	LL	44																																																																															
																																		45	45	JJ	43	43	43	43	LL	46	46	46	JJ	43	43	43	43	43	43	43	43	43	LL	46	46	46	46	JJ	43	43	43	LL	45	45	45	45	JJ	43	43	43	43	43	43	43	LL	44	44																																																																														
																																			45	JJ	43	43	43	43	LL	46	46	46	JJ	43	43	43	43	43	43	43	43	43	LL	46	46	46	46	JJ	43	43	43	LL	45	45	45	45	JJ	43	43	43	43	43	43	43	LL	44	44	44																																																																													
																																				43	43	43	43	43	LV	VV	VV	VV	SD	43	43	43	43	43	43	43	43	43	LL	46	46	46	46	JJ	43	43	43	LL	45	45	45	45	JJ	43	43	42	42	42	42	42	LL	44	44	44	35																																																																												
																																					43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	LL	46	46	46	46	JJ	43	43	43	LL	45	45	45	45	JJ	43	42	41	41	41	41	41	LL	44	44	44	35	44																																																																											
																																						43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	LV	VV	VV	VV	VV	SD	43	43	43	LV	VV	VV	VV	VV	SD	42	41	40	40	40	40	40	LV	VV	VV	44	35	44	35																																																																										
																																							43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	42	41	40	39	39	39	39	39	44	44	44	SD	35	44	35	35																																																																									
																																								43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	42	41	40	39	39	39	39	39	38	37	36	35	35	35	35	35	35																																																																								
																																									43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	42	41	40	39	39	39	39	39	38	37	36	35	35	35	35	35	35	35																																																																							
																																										43	AA	AA	AA	AA	AA	AA	AJ	43	43	43	43	43	SD	AA	AA	AA	AA	AJ	43	43	43	43	43	43	43	43	42	41	40	39	39	39	39	39	38	37	36	35	35	35	35	35	35	35	35																																																																						
																																											45	45	45	45	45	45	JJ	43	43	43	43	43	LL	45	45	45	45	JJ	43	43	43	43	43	43	43	SD	AA	AA	AA	AJ	39	39	39	SD	AA	AA	AA	AJ	35	35	35	SD	AA	AA	AA	AJ																																																																					
																																												45	45	45	45	45	JJ	43	43	43	43	43	LL	45	45	45	45	JJ	43	43	43	42	42	42	42	LL	43	43	43	JJ	38	38	38	LL	39	39	39	JJ	34	34	34	LL	35	35	35	JJ	30																																																																				
																																													45	45	45	45	JJ	43	43	43	43	43	LL	45	45	45	45	JJ	43	43	42	41	41	41	41	LL	43	43	43	JJ	37	37	37	LL	39	39	39	JJ	33	33	33	LL	35	35	35	JJ	29	29																																																																			
																																														45	45	45	JJ	43	43	43	43	43	LL	45	45	45	45	JJ	43	42	41	40	40	40	40	LL	43	43	43	JJ	36	36	36	LL	39	39	39	JJ	32	32	32	LL	35	35	35	JJ	28	28	28																																																																		
																																															45	45	JJ	43	43	43	43	43	LV	VV	VV	VV	VV	SD	42	41	40	39	39	39	39	LV	VV	VV	VV	SD	35	35	35	LV	VV	VV	VV	SD	31	31	31	LV	VV	VV	VV	SD	27	27	27	27																																																																	
																																																45	JJ	43	43	43	43	43	43	43	43	43	43	43	42	41	40	39	39	39	39	39	38	37	36	35	35	35	35	35	34	33	32	31	31	31	31	31	30	29	28	27	27	27	27	27	26																																																																
																																																	SD	43	43	43	43	43	43	43	43	43	43	43	42	41	40	39	39	39	39	39	38	37	36	35	35	35	35	35	34	33	32	31	31	31	31	31	30	29	28	27	27	27	27	27	26	25																																																															
																																																		43	43	43	43	43	43	43	43	43	43	43	42	41	40	39	39	39	39	39	38	37	36	35	35	35	35	35	34	33	32	31	31	31	31	31	30	29	28	27	27	27	27	27	26	25	24																																																														
																																																			43	AA	AA	AA	AA	AJ	43	43	43	SD	AA	AA	AA	AJ	39	39	39	SD	AA	AA	AA	AJ	35	35	35	SD	AA	AA	AA	AJ	31	31	31	31	30	29	28	27	27	27	27	SD	AA	AA	AA	AJ																																																													
																																																				44	44	44	44	JJ	42	42	42	LL	43	43	43	JJ	38	38	38	LL	39	39	39	JJ	34	34	34	LL	35	35	35	JJ	30	30	30	30	29	28	27	26	26	26	26	LL	27	27	27	JJ	19																																																												
																																																					44	44	44	JJ	41	41	41	LL	43	43	43	JJ	37	37	37	LL	39	39	39	JJ	33	33	33	LL	35	35	35	JJ	29	29	29	29	28	27	26	25	25	25	25	LL	27	27	27	JJ	19	19																																																											
																																																						44	44	JJ	40	40	40	LL	43	43	43	JJ	36	36	36	LL	39	39	39	JJ	32	32	32	LL	35	35	35	JJ	28	28	28	28	27	26	25	24	24	24	24	LL	27	27	27	JJ	19	19	19																																																										
																																																							44	JJ	39	39	39	LV	VV	VV	VV	SD	35	35	35	LV	VV	VV	VV	SD	31	31	31	LV	VV	VV	VV	SD	27	27	27	27	26	25	24	23	23	23	23	LV	VV	VV	VV	SD	19	19	19	19																																																									
																																																								SD	39	39	39	39	38	37	36	35	35	35	35	35	34	33	32	31	31	31	31	31	30	29	28	27	27	27	27	27	26	25	24	23	23	23	23	23	22	21	20	19	19	19	19	19	19																																																								
																																																									39	39	39	39	38	37	36	35	35	35	35	35	34	33	32	31	31	31	31	31	30	29	28	27	27	27	27	27	26	25	24	23	23	23	23	23	22	21	20	19	19	19	19	19	19	19																																																							
																																																										39	39	39	38	37	36	35	35	35	35	35	34	33	32	31	31	31	31	31	30	29	28	27	27	27	27	27	26	25	24	23	23	23	23	23	22	21	20	19	19	19	19	19	19	19	19																																																						
																																																											39	SD	AA	AA	AA	AJ	35	35	35	SD	AA	AA	AA	AJ	31	31	31	31	30	29	28	27	27	27	27	27	26	25	24	23	23	23	23	SD	AA	AA	AA	AJ	19	19	19	19	19	19	19	19																																																					
																																																												39	39	39	39	JJ	34	34	34	LL	35	35	35	JJ	30	30	30	30	29	28	27	26	26	26	26	26	25	24	23	22	22	22	22	LL	23	23	23	JJ	18	18	18	LL	19	19	19	19	19																																																				
																																																													39	39	39	JJ	33	33	33	LL	35	35	35	JJ	29	29	29	29	28	27	26	25	25	25	25	25	24	23	22	21	21	21	21	LL	23	23	23	JJ	17	17	17	LL	19	19	19	19	19	19																																																			
																																																														39	39	JJ	32	32	32	LL	35	35	35	JJ	28	28	28	28	27	26	25	24	24	24	24	24	23	22	21	20	20	20	20	LL	23	23	23	JJ	16	16	16	LL	19	19	19	19	19	19	19																																																		
																																																															39	JJ	31	31	31	LV	VV	VV	VV	SD	27	27	27	27	26	25	24	23	23	23	23	23	22	21	20	19	19	19	19	LV	VV	VV	VV	SD	15	15	15	LL	19	19	19	19	VV	VV	VV	VV																																																	
																																																																SD	31	31	31	31	30	29	28	27	27	27	27	27	26	25	24	23	23	23	23	23	22	21	20	19	19	19	19	19	18	17	16	15	0	0	0	LL	17.5	17.5	17.5	JJ	13	13	13	13	SD																																																
																																																																	31	31	31	31	30	29	28	27	27	27	27	27	26	25	24	23	23	23	23	23	22	21	20	19	19	19	19	19	18	17	16	15	0	0	0	LL	16	16	16	JJ	13	13	13	13	LL	15																																															
																																																																		31	31	31	30	29	28	27	27	27	27	27	26	25	24	23	23	23	23	23	22	21	20	19	19	19	19	19	18	17	16	15	0	0	0	LL	14.5	14.5	14.5	JJ	13	13	13	13	LL	15	15																																														
																																																																			31	AA	AA	AA	AA	AJ	27	27	27	27	26	25	24	23	23	23	23	SD	AA	AA	AA	AJ	19	19	19	LA	AA	AA	AA	AA	AA	AA	AA	13	13	13	13	13	13	13	13	13	LL	15	15	15																																													
																																																																				35	35	35	35	JJ	26	26	26	26	25	24	23	22	22	22	22	LL	23	23	23	JJ	18	18	18	LL	19	19	19	19	17.5	16	14.5	13	13	13	13	13	13	13	13	13	LL	15	15	15	15																																												
																																																																					35	35	35	JJ	25	25	25	25	24	23	22	21	21	21	21	LL	23	23	23	JJ	17	17	17	LL	19	19	19	19	17.5	16	14.5	13	13	13	13	13	13	13	13	13	LL	15	15	15	15	15																																											
																																																																						35	35	JJ	24	24	24	24	23	22	21	20	20	20	20	LL	23	23	23	JJ	16	16	16	LL	19	19	19	19	17.5	16	14.5	13	13	13	13	13	13	13	13	13	LL	15	15	15	15	15	15																																										
																																																																							35	JJ	23	23	23	23	22	21	20	19	19	19	19	LV	VV	VV	VV	SD	15	15	15	LL	19	19	19	19	VV	VV	VV	13	13	13	13	13	13	13	13	13	LL	15	15	15	15	15	15	15																																									
																																																																								SD	27	27	27	23	22	21	20	19	19	19	19	19	18	17	16	15	0	0	0	LL	17.5	17.5	17.5	JJ	13	13	13	13	13	13	13	13	13	13	13	13	LL	15	15	15	15	15	15	15	15																																								
																																																																									27	27	27	23	22	21	20	19	19	19	19	19	18	17	16	15	0	0	0	LL	16	16	16	JJ	13	13	13	13	13	13	13	13	13	13	13	13	LL	15	15	15	15	15	15	15	15	0																																							
																																																																										27	27	23	22	21	20	19	19	19	19	19	18	17	16	15	0	0	0	LL	14.5	14.5	14.5	JJ	13	13	13	13	13	13	13	13	13	13	13	13	LV	VV	VV	VV	VV	VV	VV	VV	VV	SD	0																																						
																																																																											27	23	22	21	20	19	19	19	19	AA	AA	AA	AA	AA	AA	AA	AA	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	0	0	0																																					
																																																																												23	23	23	23	19	19	19	19	19	19	19	19	19	17.5	16	14.5	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	0	0	0	0																																				
																																																																													23	23	23	19	19	19	19	19	19	19	19	19	17.5	16	14.5	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	0	0	0	0	0																																			
																																																																														23	23	19	19	19	19	19	19	19	19	19	17.5	16	14.5	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	0	0	0	0	0	0																																		
																																																																															23	19	19	19	19	VJ	VV	VV	VV	VV	VV	VV	VV	13	13	13	13	13	13	13	13	13	13	13	13	13	13	12	12	12	13	13	13	13	13	13	13	13	13	0	0	0	0	0	0	0																																	
																																																																																19	19	19	19	JJ	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	12	11	11	11	12	13	13	13	13	13	13	13	13	0	0	0	0	0	0	0	0																																
																																																																																	19	19	19	JJ	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	12	11	10	10	10	11	12	13	13	13	13	13	13	13	0	0	0	0	0	0	0	0	0																															
																																																																																		19	19	JJ	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	12	11	10	9	0	10	11	12	13	13	13	13	13	13	13	0	0	0	0	0	0	0	0	0	0																														
																																																																																			19	JJ	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	12	11	10	9	0	9	10	11	12	13	13	13	13	13	13	13	0	0	0	0	0	0	0	0	0	0	0																													
																																																																																				JJ	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	12	11	10	9	0	9	10	11	12	13	13	13	13	13	13	13	13	13	GG	13	13	13	13	13	13	13	13	0	0																												
																																																																																					13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	12	11	10	0	9	10	11	12	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	0	0	0																											
																																																																																						13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	12	11	10	10	10	11	12	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	0	0	0	0																										
																																																																																							SD	AA	AA	AA	AA	AA	AA	AA	AA	AJ	13	13	13	13	13	12	11	11	11	12	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	0	0	0	0	0																									
																																																																																								15	15	15	15	15	15	15	15	JJ	13	13	13	13	13	13	12	12	12	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	GG	0	0	0	0	0	0																								
																																																																																									15	15	15	15	15	15	15	JJ	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																							
																																																																																										15	15	15	15	15	15	JJ	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																						
																																																																																											15	15	15	15	15	JJ	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																					
																																																																																												15	15	15	15	JJ	13	13	13	13	13	13	13	13	13	13	13	13	13	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																				
																																																																																													15	15	15	JJ	13	13	13	13	13	13	13	13	13	13	13	13	13	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																			
																																																																																														15	15	JJ	13	13	13	13	13	13	13	13	13	13	13	13	13	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																		
																																																																																															15	JJ	13	13	13	13	13	13	13	13	13	13	13	13	13	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																	
																																																																																																SD	0	0	0	0	0	0	0	0	0	13	13	13	13	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
																																																																																																	0	0	0	0	0	0	0	0	0	GG	13	13	13	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0															
																																																																																																		0	0	0	0	0	0	0	0	13	13	13	13	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														
																																																																																																			0	0	0	0	0	0	0	13	13	13	13	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													
																																																																																																				0	0	0	0	0	0	13	13	13	13	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0												
																																																																																																					0	0	0	0	0	13	13	13	13	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0											
																																																																																																						0	0	0	0	13	13	13	13	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0										
																																																																																																							0	0	0	13	13	13	13	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																																																								0	0	13	13	13	13	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0								
																																																																																																									0	13	13	13	13	GG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
																																																																																																										0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						
																																																																																																											0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																																																												0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
																																																																																																													0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
																																																																																																														0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
																																																																																																															0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
																																																																																																																0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
																																																																																																																	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
																																																																																																																		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
																																																																																																																			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
																																																																																																																				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
																																																																																																																					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
																																																																																																																						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
																																																																																																																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
